metagenome	source	domain	phylum	class	order	family	genus	species	abundance	avg eValue	avg % ident	avg align len	# hits	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio fibrisolvens	3	-36.75	100.00	76.62	2	
4640042.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio fibrisolvens	1	-36.00	100.00	76.00	1	
4640045.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio fibrisolvens	1	-26.00	100.00	60.00	1	
4640043.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio fibrisolvens	45	-25.36	100.00	58.60	2	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus eutactus	15	-59.00	97.60	125.00	1	
4640043.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea formicigenerans	1	-29.00	100.00	64.00	1	
4640042.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	Pseudobutyrivibrio ruminis	1	-31.00	100.00	68.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	Pseudobutyrivibrio xylanivorans	2	-26.40	100.00	60.40	2	
4640041.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis	3	-44.00	100.00	90.00	1	
4640044.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis	1	-21.00	100.00	51.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis	3	-21.00	100.00	51.00	1	
4640039.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	3	-26.00	100.00	59.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	2	-27.00	100.00	60.50	1	
4640038.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Syntrophococcus	Syntrophococcus sucromutans	1	-139.00	98.82	255.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Syntrophococcus	Syntrophococcus sucromutans	1	-101.00	100.00	185.00	1	
4640033.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified (derived from Lachnospiraceae)	Lachnospiraceae bacterium 14-2	329	-100.00	99.46	186.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified (derived from Lachnospiraceae)	Lachnospiraceae bacterium A4	10	-32.00	100.00	70.00	1	
4640043.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified (derived from Lachnospiraceae)	Lachnospiraceae bacterium A4	1	-20.00	100.00	50.00	1	
4640030.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	30	-41.00	100.00	85.00	1	
4640041.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	1	-41.00	100.00	85.00	1	
4640039.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	40	-41.00	100.00	85.00	1	
4640044.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	5	-41.00	100.00	85.00	1	
4640036.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	32	-41.00	100.00	85.00	1	
4640037.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	5	-52.00	100.00	105.00	1	
4640031.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	41	-41.00	100.00	85.00	1	
4640045.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	22	-41.00	100.00	85.00	1	
4640032.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	5	-41.00	100.00	85.00	1	
4640046.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	51	-29.00	100.00	65.00	1	
4640034.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	10	-54.00	100.00	107.00	1	
4640044.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] bartlettii	1	-70.00	100.00	134.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] bartlettii	4	-54.00	100.00	107.00	1	
4640042.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] bartlettii	4	-70.00	100.00	134.00	1	
4640045.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] bartlettii	14	-41.00	100.00	85.00	1	
4640031.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] bifermentans	63	-128.00	100.00	232.00	1	
4640033.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] bifermentans	5	-26.00	100.00	59.00	1	
4640044.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] lituseburense	3	-57.25	99.72	113.50	2	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] lituseburense	9	-46.07	100.00	92.93	2	
4640042.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] lituseburense	4	-38.00	100.00	79.00	1	
4640045.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] lituseburense	14	-38.00	100.00	79.00	1	
4640030.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] sordellii	50	-69.00	100.00	132.00	1	
4640044.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] sordellii	6	-57.81	100.00	113.25	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] sordellii	43	-61.59	99.87	119.53	2	
4640042.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] sordellii	4	-37.00	100.00	78.00	1	
4640045.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] sordellii	14	-37.00	100.00	78.00	1	
4640043.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified (derived from Peptostreptococcaceae)	[Clostridium] sordellii	2	-40.75	100.00	84.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis	4	-25.00	100.00	57.00	1	
4640045.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis	22	-25.00	100.00	57.00	1	
4640045.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	2	-22.00	100.00	52.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	245	-21.50	100.00	51.50	3	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus flavefaciens	100	-21.00	100.00	51.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus gauvreauii	16	-24.00	100.00	55.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus lactaris	20	-72.00	99.28	138.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum variabile	242	-48.00	100.00	96.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified (derived from Ruminococcaceae)	Ruminococcaceae bacterium D16	17	-22.59	100.00	52.82	1	
4640042.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified (derived from Ruminococcaceae)	Ruminococcaceae bacterium D16	19	-21.00	100.00	50.00	1	
4640043.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified (derived from Ruminococcaceae)	Ruminococcaceae bacterium D16	21	-21.00	100.00	50.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified (derived from Clostridiales)	unclassified (derived from Clostridiales)	butyrate-producing bacterium ART55/1	17	-56.59	95.79	122.53	1	
4640041.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified (derived from Clostridiales)	unclassified (derived from Clostridiales)	butyrate-producing bacterium SL7/1	4	-47.00	100.00	95.00	1	
4640044.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified (derived from Clostridiales)	unclassified (derived from Clostridiales)	butyrate-producing bacterium SL7/1	2	-48.00	100.00	95.80	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified (derived from Clostridiales)	unclassified (derived from Clostridiales)	butyrate-producing bacterium SL7/1	3	-44.67	100.00	90.67	1	
4640042.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified (derived from Clostridiales)	unclassified (derived from Clostridiales)	butyrate-producing bacterium SL7/1	6	-46.92	100.00	94.85	1	
4640045.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified (derived from Clostridiales)	unclassified (derived from Clostridiales)	butyrate-producing bacterium SL7/1	27	-44.00	100.00	90.00	1	
4640043.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified (derived from Clostridiales)	unclassified (derived from Clostridiales)	butyrate-producing bacterium SL7/1	1	-44.00	100.00	90.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified (derived from Clostridiales)	unclassified (derived from Clostridiales)	butyrate-producing bacterium SM4/1	2	-21.00	100.00	50.00	1	
4640039.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified (derived from Clostridiales)	unclassified (derived from Clostridiales)	butyrate-producing bacterium SSC/2	69	-26.00	100.00	58.02	1	
4640038.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified (derived from Clostridiales)	unclassified (derived from Clostridiales)	butyrate-producing bacterium SSC/2	39	-24.97	100.00	56.56	1	
4640044.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified (derived from Clostridiales)	unclassified (derived from Clostridiales)	butyrate-producing bacterium SSC/2	30	-26.00	100.00	59.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified (derived from Clostridiales)	unclassified (derived from Clostridiales)	butyrate-producing bacterium SSC/2	12	-23.00	100.00	53.44	1	
4640032.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified (derived from Clostridiales)	unclassified (derived from Clostridiales)	butyrate-producing bacterium SSC/2	58	-26.00	100.00	59.00	1	
4640042.3	M5RNA	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera elsdenii	1	-40.00	100.00	83.00	1	
4640036.3	M5RNA	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella atypica	6	-22.00	100.00	52.00	1	
4640037.3	M5RNA	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella atypica	6	-22.00	100.00	52.00	1	
4640031.3	M5RNA	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella atypica	1	-22.00	100.00	52.00	1	
4640045.3	M5RNA	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella atypica	1	-22.00	100.00	52.00	1	
4640043.3	M5RNA	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella atypica	1	-22.00	100.00	52.00	1	
4640034.3	M5RNA	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella atypica	18	-22.00	100.00	52.00	1	
4640033.3	M5RNA	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella atypica	77	-22.00	100.00	52.00	1	
4640036.3	M5RNA	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella caviae	36	-31.00	100.00	67.00	1	
4640037.3	M5RNA	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella caviae	168	-31.00	100.00	67.00	1	
4640044.3	M5RNA	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella parvula	113	-22.00	100.00	53.00	1	
4640040.3	M5RNA	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella parvula	587	-22.00	100.00	53.00	1	
4640043.3	M5RNA	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella parvula	1	-22.00	100.00	53.00	1	
4640032.3	M5RNA	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella parvula	14	-23.00	100.00	53.00	1	
4640034.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	2211	-64.65	99.78	125.64	3	
4640030.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	648	-94.00	99.45	181.00	1	
4640041.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	654	-92.03	100.00	171.09	1	
4640039.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	63	-129.00	100.00	234.00	1	
4640038.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	1113	-54.20	100.00	106.35	1	
4640044.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	111	-129.00	100.00	234.00	1	
4640036.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	3304	-123.00	99.56	229.00	1	
4640037.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	2033	-102.45	98.73	196.95	2	
4640040.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	99	-37.00	98.81	84.00	1	
4640031.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	463	-73.00	100.00	139.00	1	
4640042.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	781	-80.19	99.99	152.44	1	
4640045.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	237	-129.00	100.00	234.00	1	
4640043.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	152	-129.00	100.00	234.00	1	
4640032.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	573	-95.01	98.45	192.99	1	
4640046.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	2344	-67.04	100.00	129.07	1	
4640033.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	135	-128.00	99.57	234.00	1	
4640044.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	188	-34.00	100.00	73.00	1	
4640037.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	132	-34.00	100.00	73.00	1	
4640045.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	1292	-34.01	100.00	73.02	2	
4640032.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	13	-34.00	100.00	73.00	1	
4640046.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	4	-23.00	100.00	54.00	1	
4640030.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum	1	-22.00	100.00	53.00	1	
4640031.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum	6	-22.00	100.00	53.00	1	
4640031.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium	12	-114.50	99.74	211.50	2	
4640030.3	M5RNA	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium	2	-99.00	99.78	185.00	2	
4640041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas vesicularis	6	-74.00	100.00	141.00	1	
4640039.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Bosea massiliensis	2	-116.00	100.00	211.00	2	
4640041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	1	-38.00	100.00	80.00	1	
4640031.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	uncultured Hyphomicrobium sp.	1	-73.00	100.00	138.00	1	
4640044.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified (derived from Rhodobacteraceae)	uncultured Rhodobacteraceae bacterium	1	-76.00	99.31	144.00	1	
4640041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter indonesiensis	1	-27.00	100.00	61.00	1	
4640041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter lovaniensis	11	-41.00	100.00	85.00	1	
4640039.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter lovaniensis	1	-41.00	100.00	85.00	1	
4640044.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter lovaniensis	21	-41.00	100.00	85.00	1	
4640042.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter lovaniensis	1	-41.00	100.00	85.00	1	
4640043.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter lovaniensis	4	-41.00	100.00	85.00	1	
4640033.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas gilardii	2	-42.50	100.00	86.50	2	
4640032.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma centrale	1	-46.00	100.00	93.00	1	
4640040.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum	3	-30.00	100.00	67.00	1	
4640045.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum	29	-56.00	99.18	110.59	3	
4640043.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum	5	-26.00	100.00	59.80	1	
4640039.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. M41-VN10-2W	1	-40.00	100.00	83.00	1	
4640031.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis alaskensis	1	-118.00	100.00	215.00	1	
4640038.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified (derived from Alphaproteobacteria)	unclassified (derived from Alphaproteobacteria)	unclassified (derived from Alphaproteobacteria)	uncultured alpha proteobacterium	3	-45.00	100.00	91.00	1	
4640031.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified (derived from Alphaproteobacteria)	unclassified (derived from Alphaproteobacteria)	unclassified (derived from Alphaproteobacteria)	uncultured alpha proteobacterium	1	-97.00	100.00	178.00	1	
4640033.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified (derived from Alphaproteobacteria)	unclassified (derived from Alphaproteobacteria)	unclassified (derived from Alphaproteobacteria)	uncultured alpha proteobacterium	7	-36.00	96.20	79.00	1	
4640032.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter xylosoxidans	5	-107.00	100.00	195.00	1	
4640032.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	uncultured Achromobacter sp.	5	-106.00	99.49	195.00	1	
4640040.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Alcaligenes sp. 'ESPY2 (A-III)'	1	-21.00	100.00	50.00	1	
4640034.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Alcaligenes sp. OS2	8	-28.00	100.00	62.00	1	
4640031.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia tropica	1	-135.00	100.00	243.00	1	
4640040.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter	Diaphorobacter nitroreducens	1	-131.00	100.00	237.00	1	
4640031.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified (derived from Comamonadaceae)	uncultured Comamonadaceae bacterium	1	-132.00	100.00	237.00	1	
4640037.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified (derived from Burkholderiales)	Rubrivivax	Rubrivivax gelatinosus	1	-96.00	99.44	178.00	1	
4640040.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella kingae	6	-42.00	100.00	87.00	1	
4640031.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas sp. Nm86	4	-124.00	98.69	229.00	1	
4640041.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	unclassified (derived from Betaproteobacteria)	unclassified (derived from Betaproteobacteria)	unclassified (derived from Betaproteobacteria)	uncultured beta proteobacterium	3	-103.00	99.49	195.00	1	
4640038.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	unclassified (derived from Betaproteobacteria)	unclassified (derived from Betaproteobacteria)	unclassified (derived from Betaproteobacteria)	uncultured beta proteobacterium	37	-121.00	99.55	221.00	1	
4640040.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	unclassified (derived from Betaproteobacteria)	unclassified (derived from Betaproteobacteria)	unclassified (derived from Betaproteobacteria)	uncultured beta proteobacterium	1	-107.00	100.00	195.00	1	
4640031.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	unclassified (derived from Betaproteobacteria)	unclassified (derived from Betaproteobacteria)	unclassified (derived from Betaproteobacteria)	uncultured beta proteobacterium	1	-132.00	100.00	237.00	1	
4640031.3	M5RNA	Bacteria	Proteobacteria	Deltaproteobacteria	unclassified (derived from Deltaproteobacteria)	unclassified (derived from Deltaproteobacteria)	unclassified (derived from Deltaproteobacteria)	uncultured delta proteobacterium	1	-62.00	100.00	119.00	1	
4640037.3	M5RNA	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter gracilis	11	-28.00	100.00	63.00	1	
